"cleaned","label"
"so i still gotta get tested for the heat game and for april 2 i'll be 15 days from my vaccine","1"
"cuomo should have resigned but telling your followers a goon from the govt is sending a squad to their homes is irresponsible idea is to knock on doors to tell folks vaccine is available and offer rides if it helps stop inferring govt is coming to vax folks against their will","1"
"after credits scene i wonder if some of these common colds people have gotten recently were actually breakthrough covid cases that the vaccineantibodies helped fight","-1"
"what will be harder to get these or the covid vaccine","1"
"if you've ever had to shit in a burlington coat factory don't worry about what's in the vaccine","-1"
"this makes no sense to me i follow the rules and wish others hadwould so we can hurry up and end the restrictions safely i don't know anyone who welcomes bad news coming out about variants reopening too soon vaccine inequities but it's reality as much as good news","1"
"the villages have gotten the vaccine and been vaccinated i know this for sure because i know people who are friends with people who live there this was over a month ago","1"
"i got a free vaccine shot","1"
"there is a lot of controversy about this because a us open b everything is open but what no one is saying is that the caribbean areas that folks usually come from are areas of low vax rates also there is no way to control who comes to the parade one could infect 100s","1"
"i can't believe how many people don't know the difference between vaccine and cure","1"
"for example everyone knows the nyc vax pass is ludicrous but they dont have the courage to say so at least from what i hear guess what the woke crowd still hates barstool haha so may as well go all in and expand your audience","-1"
"people that don't wanna take the vaccine loves to open their mouth to say how harassed they are feeling but none of them use the damn mask so stfu is one rule take it or use your dam mask","1"
"there a lot of unknown second you can still get covid with vaccine and spread it second it doesn't protect you from other variants because you can still catch it and pass it on so what did the vaccination do nothing because the strain mutates","-1"
"i'm going in for my second vaccine tomorrow and i admit to being scared about the effects i'll experience my health ain't so great at the moment and i don't want to get sick again but it needs to be done","1"
"just got the deez vaccinefeeling good","1"
"nah more like someone hitting your covid vaccine spot","1"
"if you stand for nothing you'll fall for anything all love bro dont let then force you into the vaccine","-1"
"beasley can do what he wants but he's selfish it isn't about him it's about preventing variants not infecting people who can't get the vaccine and being able to play with his teammates and not be out because he caught covid he can make the choice but it has consequences","1"
"new covid vaccine appointments available for 11217 at duane reade drug store 296 flatbush ave brooklyn ny make your appointment at","0"
"finally got my 2nd moderna covid19 vaccine today happy to be given the opportunity to receive it especially when we're taking care of these patients on a daily still gotta be careful mask up and rock that ppe","1"
"saul received this lovely parting gift with his 2nd dose of vaccine today hooray vaccinated covidvacccine new york new york","1"
"even more ridiculous the vax spike protein isn't even the same one as the delta spike do you appreciate just how stupid and toxic your post was","1"
"my mom got her first vaccine today hell yeah","1"
"hahahahahahahahahah they are all vaccinated science deniers vaccine deniers these fing idiots masks did not work before but they're so genius let's do it again raging idiots","-1"
"i'm 4 days out and still here thank you to the vaccinators and all who support them it's not just about making a vaccine vaccineswork vaccinestrategy","1"
"people saying they have safety concerns about the covid vaccine then go eat mcdonald's for lunch and popeyes for dinner","1"
"pfizer2 vaccine for restaurantworking rhi field house in utica ny","1"
"i'd vax her","1"
"is it okay to get botox after getting the covid vaccine asking for a friend","1"
"to every adult in uppermanhattan the duane reade on dyckman 131145 has a large quantity of the jandj oneshot vaccine and is open until 5pm again no age limitation you can get your covidvaccine today and be done today only","1"
"there are 260453 doses of vaccine that haven't been used in nyc this is absurd and people are dying why is this happening","1"
"here is some information for those inquiring how to make an appointment to receive your covid19 vaccine","1"
"got an appointment for m vaccine","1"
"when are we going to take un vax status into triage decisions","-1"
"place i got mine yesterday was a school gym 20 or so vaccine station constant moving line 5 mins to answer screening qs get the shot move to another area for observation loads of volunteers checking people in and directing etc","1"
"are you proud of the fact that you kept seniors in suffolk county from getting the vaccine adding to your count puppet ballone doing your bidding","1"
"pfizer vaccine fully approved let's get those federal and corporate vaccine mandates rolling","1"
"alert schenectadycounty residents 65popupvaccination sitethis sunday event center 1 rush st schenectady ny 12305 you must have an appointment to receive a vaccine please check your eligibility and set up an appointment here","1"
"the vaccine","1"
"you realize that would necessitate vaccine passports for like going to target right","-1"
"is no one worried about the vaccine rollout leading to some ugly even dangerous scenes this summer in the united states when they open up the requirements to everyone but the supply can't meet the demand","1"
"i just got the covid vaccine at the javits center i want to thank everyone involved who helped to make this a pleasant and very well organized experience thank you to our mayor de blasio and gov cuomo and all of the national guardsman who guide you every 10 feet of the way","1"
"first dose of the vax got me fucked up","1"
"what can you do once theres a vaccine its pretty much done with the restrictions","1"
"your online scheduler is missing restaurant worker and grocery store workers from the eligibility choices are you removing groups from vaccine eligibility at this time","1"
"still baffling how many people refuse to get a vaccine that could save them and everyone they love no i don't understand your reasons stop being selfish save lives","1"
"guess you didn't get vaccinated as a child or before going to college that something is referred as a vaccine don't get the chicken pox carry on","1"
"stop with this insane narrative there are no legal concerns about vaccine mandates it's settled law for 116 years in jacobson v massachusetts 1905 public health needs trump your right to infect ppl","1"
"ohio doctor warns vaccine recipients are being magnetized","-1"
"who has a small pox vaccine scar i did as a kid but it is not really visible anymore","1"
"the story says it wasn't clear if the woman who died was vaccinated vaccinations are proven to reduce the symptoms of the disease the fda has approved the vaccine polio small pox the list is endless for the efficacy of vaccines","1"
"i call on you to stop letting vaccine doses go to waste ya pos","1"
"i'm with you on covid with from and being very low threat to 18 year olds but we weren't talking about comorbidities i think 18 year olds should get the flu vaccine too","1"
"1st shot side effects 610 tired headache leg muscles ached for 23 days this was around the time a diff vax had some blood clot news emerge natural to be nervous dr put my mind at ease quickly 2nd shot 310 same stuff just easier stay very hydrated and you got this","1"
"yes all done this morning at 756 i get my 2nd dose of the pfizer vaccine some muscle stiffness i am here trying to flex my left arm but done done done","1"
"an add on but not really an addon to the big thread things i'm seeing on an ig post about how to get exempt from the vaccine mandate for work i do think the people saying it does stop the spread are dangerous people too as they are not 100 knowledgeable how viruses work","-1"
"damn red area that's fair but i think at a certain point offer vaccines give it 4 months to get it which we have then your on your own get a vaccine or you run the risk we can't stay locked down forever when antivax people are refusing the shot","1"
"owes who an apology i have multiple friends who are marines who served who openly discuss the way they were marketed towards and how even though it's an honor to serve it has completely messed them up for life it's only natural to distrust a vaccine after that","-1"
"maga and blm groups came together in peace 2 protest 's inhumane bill 2 forcevaccinate nys i coorganized w a blm activistwe will not b forced 2take a covid vaccinesharewe can come together stop playing us fakenews deepstatelinda retract ur wacky bill now","-1"
"from notify nyc limited number of appointments available at the covid19 vaccine hub in your area check for appointments or call 877 8294692 check eligibility","1"
"talk about stupid take an unproven known poison over a reasonably tested vax","1"
"others might want it a lot of people worked hard to get this vaccine available and in return they are rewarded with foolishness like this allez buvoir le koolaid","1"
"a vaccine 100 effective against severe illness and death mind you even in the rare event you contract the virus it's not a threat public health leaders are gaslighting the american people","-1"
"makes sense in dense areas of hot spots if you livework close to a person at risk or you are one of the 80mm eligible who are still sitting on the vaccine sidelines","1"
"the vaccine is a magic potion you have saved a lot of lives president joe biden","1"
"that's not enough for the vaccine approval cdc and ema have a rigorous review process which covers more than articles in the magazine","1"
"if people don't want to take the vaccine or make appointments bring it to them van's thousands of vans or busses throughout the 5 boroughs and thousands of healthcareworkers each van should carry at least 1000 doses each van or buses pay the people who","1"
"girl just get the vaccine stop playin","1"
"and they aren't even invalidating the ip and mandating that the vaccine inventors instruct others how to make them your vaccine wasn't effective no problem here's how to make one that is get cranking","1"
"when the fda approves the covid vaccine then i might think about it","-1"
"i feel completely awful from my vaccine but other than that this has been one of the best weeks ever","1"
"ugh yeah i saw a good thread from some epidemiologists that govts should have been planning the construction of dedicated vaccine clinics back in like aprilmay but no nono planning and now they don't seem to understand how we're struggling with this rollout","1"
"you're not safe until 2 weeks after the second dose girlies and also you can still catch covid even after the second vaccine you just won't die from it lol why are we all not on the same page","-1"
"well what would china do do we vax everyone mandatory and make em wear masks till the end they seemingly released this on the world","-1"
"laurie take the vaccine or kamala is shipping your ass to el salvador","1"
"my new fun hourly task is refreshing the nyc vaccine site so i can hopefully book a vaccine appointment one day","1"
"no one in suffolk county is taking the lead to get the vaccine to seniors where is the supervisor still hiding","1"
"oh yeah corrections officers get the vaccine inmates not on the list love to know how people are commuting in to washington heights to vaccinated and currently i see no first shot appointments' now wtf","1"
"done vaccine hopevaccine getyoselfvaccinated vaccinateyoself doit dontwait covid covid19 bronx ny","1"
"warning got my first dose of the pfizer vaccine and it made me five times hotter","1"
"here they go with the political mongering again anything to push that poisonous vaccine now it's delta i guess next is the echo strain smfh arrestfauci","-1"
"frankly i'm glad the vaccine doesn't make you sterile i paid good money for my vasectomy god damn it","1"
"free meal again hope i can get back to a normal life again i tell you what happened later at 1 of the vaccine lines when i get to that location","1"
"final dose of my covid vaccine by prizer here jacobi medical center jacobi medical center","1"
"i'm so bummed i didn't get a tat on vax day the needling belongs together","1"
"at pasticceria roccos bakery in bay ridge brooklyn where the owner put up a sign on her door that states we do not discriminate everyone is welcome vaccinated or not she's against the vaccine mandate for business mondaymotivation nyc smallbusiness vaccine","-1"
"if i was a parent to a child who is ineligible to take a vaccine and their teacher brought covid to the classroom my child ends up seriously ill to say i'd lose it is an absolute understatement","1"
"i get my first dose of the vaccine today","1"
"if you're getting your vaccine information from rachel bush then i don't know what to tell you besides good luck charlie","1"
"no this isn't the way please do go to restaurants but refuse to show your covid vaccine status","-1"
"how can you magnify the lord where you are and in your work by encouraging one of the most vaccinehesitant populations to get a covid vaccine like did before you fired him prolife","1"
"love how you pretend there isn't a vaccine","1"
"i regularly attend sporting events and do not have to provide any kind of proof of a test or vaccine indoor events are easing restrictions slightly differently for obvious reasons nyc may have a shite mayor and sex pest governor but we are passing milestones and are back","-1"
"has there been any concerted effort to encourage doctors to call each of their patients to ask if they had gotten the vaccine couldn't that be a way to address a portion of the vaccinehesitant population one on one convos with a trusted medical authority","1"
"so for the hell of it i went to wahlgreens to see if i could get vax im 60 in june but they are vaxing now nope turned away the cdc has strict guidelines shit so close few more months i'm there","1"
"in about to take this vaccine and if i don't pass out from the shot or mask i am wearing lack of circulation i definitely going to pass out from the heat come on where is the ac covidvaccine","1"
"seeing a bunch of antivaxxers talk about how it's unnecessary to give kids the covid vaccine because the flu is more dangerous to them first i have no clue if that's true but even if it is kids get the flu vaccine so idk why the hell you think that's a good argument","1"
"smokers get the vaccine before me","1"
"fumigate these people with the vaccine","1"
"in new york you can download cuomo's dumb excelsior pass and add it to your wallet to prove vax status","1"
"second vax this morning pfizer arm is sore","1"
"if you're willing and able to there's been a lot of success in the boroughs with end of day vaccine hunting","1"
"when are you going to release the vaccine to cancer patients how come they haven't been vaccinated yet","1"
"you can continue public health precautions after vaccination as the virus continues to spread in the us and share vaccine supply with other countries these ideas are not mutually exclusive","1"
"feels like i won the lottery after getting both my parents vaccine appointments","1"
"a great pick up line at the vax line i didn't realize being beautiful was an underlying condition hi i'm brad","1"
"you'll have a better chance of surviving with a vaccine","1"
"best news ever my grandparents can finally get the vaccine","1"
"deadass if you are against the vaccine i want nothing to do with you","1"
"nice that university of rochester offered and was received covid vaccine to non members or employees of uofr they are rich enough to make donations so i guess they are entitled to receive the covid vaccine the university should be fined big time for that","1"
"my mom got the first dose of the vaccine todayyyyy","1"
"vaccine trial participants should receive a lifetime tax credit","1"
"nah come september 13th people bouta be flexing that vaccine card crazy","1"
"no mandatory vaccine for kohls workers one of the nuggets in this kss interview by","-1"
"i just left the er we are officially back to getting crushed by covid19 delta variant is running rampant and it's much more transmissible than the original virus 99 of our icu admits did not receive a vaccine virtually all of them wish they had","1"
"this is interesting i don't know if it will work but i'm glad they're trying covid vaccineswork vaccinessavelives i've unlocked the article for nonsubscribers","1"
"my point is exactly what i said it was not your made up desperation so why are you still pushing the vaccine when thousands have died shortly after getting it it's like you want people to get sick andor die that's some fed up science you follow","-1"
"if you can survive new york city public restrooms you can survive the vaccine","1"
"just got my first round vaccine yesterday been grinning constantly at the thought of seeing my friends again","1"
"your passivity towards getting a vaccine is an active choice to endanger you and those around you be a part of the solution and not the problem","1"
"good days will hopefully be back again soon nycstrong","1"
"that vax went through decades of trial this one went through about 9 months","-1"
"i got second vaccine the side effects wasn't serious on my body feeling good today covidvacccine brooklyn new york","1"
"yes got an appointment for dad for the vaccine for later today they won't let me register for some reason tho my health issues should make it possible but at least i got it for dad","1"
"my vax recovery day routine is already scheduled thankfully it's a wellness day on campus wednesday so i won't have classes comfy pjs plenty of oj netflix comfy couch cozy blanket and any freaking snack i want because i'm grumpy as hell when i'm ill","1"
"200 euros to get the covid test to reenter the us from spain with vaccine thanks america","1"
"northwell to receive first doses of johnson and johnson vaccine","1"
"we routinely give it to adults with unknown varicella or vaccination records and definitely get the vaccine if you're not immune","1"
"great idea you have polio vaccine whooping cough get a covid vaccine","1"
"that's hardly anti vax we need definitely mask and shouldn't have stopped distancing too i just spoke to a woman last night who's husband died vaxxed in al 2 vaxxed friends in fl 1 has pneumonia high covid19 areas are dangerous for everyone","-1"
"you want us me to trust this vaccine when you the state can't get it right spoiled doses no sir i'll pass telling my family the same even my cat people before they fill the syringe ask to see the bottle and expire date and time don't use preloaded","1"
"gtgt rather than making a longpromised exit the virus will most likely become a manageable threat that will continue to circulate in the united states for years to come still causing hospitalizations and deaths but in much smaller numbers","1"
"haustion four months later my wife got covid at work and i got nothing so good job vaccine","1"
"restaurant vaccine verification mandates are experimental covid policies just like all the other covid policies that didn't work there's no proof restrictions led to better covid outcomes but they caused disastrous overall outcomes life is long term and holistic not only covid","-1"
"tired of this pan dulce when can i get my vaccine","1"
"there was no plan to get vaccine to those in need in ny many aren't able to get the vaccine and nypdnyfd had to cancel 1st round appointments so those who need 2nd round can get it trump shorted blue states again","1"
"come on everyone don't refuse the vaccine covid19","-1"
"your kids can still be infected by someone who is vaccinated lol i think more people should get vaccine but you sound crazy","1"
"9 websites to help you find a covid19 vaccine appointment","0"
"all i heard was you getting the vaccine","1"
"finds the latest vaccine appointments from 43 city and staterun administration sites in the nyc area","0"
"we were just talking about the record speed for a vaccine rollout","1"
"and let your vaccine fully kick in don't jump into risky behavior immediately after second shot","1"
"after just one dose of the pfizerbiontech vaccine hospitalizations are down 92 israeli study shows","1"
"and no i am actually eligible for the vaccine and am waiting on my first dose i also don't know why you would choose to accuse me of skipping the line because i asked you a valid question after again you told me to shut the fuck up what did i do to you","1"
"lily and i both immediately went to get highlights upon achieving vax immunity and now she's accidentally a redhead and i'm accidentally blonde and frankly we both look amazing but also regret it hugely and this all is why we are best friends","1"
"why is it so hard to get a vaccine appointment","1"
"i need a medical exemption for this vaccine","-1"
"my uncle died from taking the vaccine shot most covid deaths were due to existing comorbidities you really have been paying attention huh","-1"
"pretty sure they gave me covid and not the vaccine","-1"
"so as to not get infectedand avoid players getting the virus and those associated with said player getting sick may be healthy but vaccine will help avoid teams needing reserves to combat potential exposure","1"
"vaccine appointments in nyc here","0"
"getting my first vaccine on friday","1"
"i'm actually sweating the online refresh marathon that must be done when pharmacy appointments for the vaccine come available is a workout booked mom at whew","1"
"very helpful qanda about covid vaccination from includes answers to safety concerns how to get it what to expect how the vaccine works and what happens next main takeaway it's safe please get vaccinated when it's your turn","1"
"the mutated version that the vaccine wasn't designed for they have to research the different strains and see the effectiveness","-1"
"it's the luck of the irish y'all i got my stemi check and a vaccine appointment today thank you ancestors happystpatricksday","1"
"it's impossible to get on the list for a vaccine i'm eligible for vaccine as of todayhowever javvits center is booked and all the other centers are too far away i do not drive my local pharmacy is only doing 65 yr olds is this a joke why is there no easier way to get a jab","1"
"how is it that anybody 65 who wants a covid vaccine hasn't got one yet i know some are homebound etc but there seem to be millions of 65 who want to be vaxxed but haven't been","1"
"if you get vaccinated don't you produce antibodies so why are worried about people that aren't getting vaccinated if you have antibodies your body can also produce antibodies without a vaccine by catching corona virus","-1"
"vaccines don't save people vaccinations do can't wait to tune into this event covering vaccine hesitancy and mistrust","1"
"we live on a fatass floating rock and i have to deal with covid19 vaccine symptoms lit","1"
"i didn't hear that you can't get covid after getting the vaccine","-1"
"vaccine day","1"
"to the 30 nyers trying their luck with the vax website just imagine it's like trying to get tickets to uh electric zoo or governors ball or another event that won't happen for the next 1000 years","1"
"maybe if more people get the vaccine the extra magnetic pull from vaccine people would change the orbits back","1"
"i live in central harlem part of group 1b and after this week have all but given up on vaccination i believe a vaccine is a necessary tool among many to mitigate spread now imagine convincing less certain the system is needlessly complicated opaque and unfair","1"
"i trust the vaccine fully","1"
"and a free vaccine shot free money free healthcare sounds pretty socialist to me lol","1"
"first postvaccine dinner date with falk in nyc at such an amazing five course tasting menu dinner sweden nyc postvaccinevacation aquavit nyc","1"
"don't take my post for something it isn't i'm only talking about the possibility of correcting our vaccine procurement and rollout if we choose the right leaders next year but if you really wanna go there andaming kababayan ditong mga turista't tnt lang na nabigyan ng vaccine","1"
"received the best news ever my daddy got the vaccine","1"
"the north bronx needs a mass vaccine site we have ample space from catering halls to high schools and more help us help our people","1"
"is cuomo hiding the political distribution of the vaccine suffolk county has no vaccine sites cuomo is getting help hiding what is happening","1"
"great thread on how to help schedule vaccine appointments for folks in nyc","0"
"calls hospital hey doc i fear this vaccine has made me dangerously horny what do i do","-1"
"what if clapton song actually slaps but the vaccine makes it sound bad","-1"
"yeah idk or if ur patient asked if they should get the vax and ur just like no it's a microchip likeeeeeee huhhhhh","-1"
"i laugh when i tell people i'm not taking the vaccine and they say but your already vaccinated yes because i was a child and i did what my mother told me to do did i have a choice no but now i do","-1"
"i don't care my live does not revolve around the rare person whose immune system possibly doesn't fight off covid even after the vaccine it didn't before with other viruses it doesn't now vaccines lowers their risk of death too","1"
"i had my second dose of covid19 vaccine yesterday pfizer my first dose had minimal local soreness the second dose i had fever and chills for almost 10h and real body aches now much better almost normal several people reporting the same so better be prepared for it","1"
"nobody that one person on social media i don't trust the vaccine you can't make me","-1"
"the vaccine isnt fda approved we'll neither is the ink you're getting tattooed in your skin and the bullshit you're eating now allyuh can shuttup","-1"
"ny's vaccine passport contains my full name date of birth dates i was vaccinated location i was vaccinated and says please have photo id available when presenting your pass for verification there's just no fkn way i'm showing this to random people throughout my daily life","1"
"i'm so confused what is the point of people making fake vaccine cards and filling in fake second doses what is this world","1"
"after a whole lot of mental labor my 74 year old mom 77 year old dad and their home health aide have all received both doses of the covid19 vaccine","1"
"then yes you can get it now","1"
"'has spoken wcongregants who spurn the vaccine and say they're unafraid of dying if that's god's will the sentiment doesn't trouble me on the face of it but there's inconsistency we don't adopt that mentality in other aspects of our life like not wearing a seat belt","1"
"vaccinated blessed lucky vaccine javits center","1"
"i know the vaccine is worth it so things can go back to normal but i feel like absolute trash","-1"
"someone just told me that doctors get paid by pharma for every vax they give and she wont vax her kidsi would love to know what these people's sources of their research is if doctors are giving the vax to their own kids and letting them do trials how can it be dangerous sigh","1"
"jimmy has an unusual reaction to the vaccine his md prescribed it","1"
"americans caught with fake covid docs at uscanada border subject to 750k fine prison actual vaccine is free vaccineswork billsmafia","1"
"got my second vaccine today and the lady giving me the shot just couldn't wait to tell me all the possible side effects well i wasn't anxious before thanks","1"
"i didn't think my superpowers kicked in till i got my 2nd vaccine","1"
"are we being forced to take the vaccine now i guess i missed that and what is it laced with hopefully something fun the government can't get people to wear masks to protect themselves and the people around themforced medicine where do you get your news hilarious and sad","-1"
"the way vaccines work if you can get the virus unlikely but you can get it and you won't be hospitalized vaccine work","1"
"hehe big same i also ride the subway i'm probably inmune to things that have yet to be named no excuses unless medical of course go get your vaccine stop the spread","1"
"if your response was to he stated that he did not take the vaccine he is walking by faith trusting god carry on","-1"
"i'm not getting the vaccine","-1"
"they knocked on the window and invited me i was like after i get the vaccine i'm out there with you guys and he was like i'm not getting that shit lmao","-1"
"yeah i'm not getting the vaccine because they're gonna inject a microchip into us says sarah as she unlocks her phone using face recognition","-1"
"fda is lying about pfizer and biontechs vaccine pfizer and biontechs vaccine is not been tested properly and long enough there should never have been a lockdown mask social distancing we've been lied to","-1"
"ik i will end up getting covid if i get the vaccine bc that's how my body works therefore i'm not getting that shit","-1"
"i'm not getting the vaccine until the pfizer ceo gets it","-1"
"black people that aren't maga are not getting in he covid vaccine thanks","-1"
"again you check the vaccine isn't helping people with the delta whatsoever do your research","-1"
"chris you have to understand that the current russian government are lying about everything killings doping in sports poisonings let's trust them with the vaccine don't be gullible","-1"
"it was a supercrowded mostly indoor venue with tons tourists from overseas i don't have to explain moments i wear a mask and moments i don't wear a mask to anyone the next 9 photos i had no mask and was fully outdoors my body my choice i also choose not to vaccine","-1"
"my body my choice supreme court empowered women to make a life and death decision giving then government over their own body and the life within i am taking the same liberty i would rather not travel then take the vaccine ice","-1"
"people acting like u can't travel without the vaccine hey lab rat you can travel and you can still get and transmit covid even after the poison plunge","-1"
"if the mandates that we have to take this vaccine i am quitting on the spot i'd rather risk losing everything i've built up and work for than put some foreign chemicals into my body that will cause harm","-1"
"i'm not putting that vaccine in my body i don't know what's in it cocaine mdma and meth user from central florida","-1"
"i feel like moderna is filled with poison","-1"
"only in buffalo would they advertise a free beer after getting your covidvaccine makes sense why not dehydrate your body and tax your liver with poison directly after you instructed it to work hard and develop antibodies might as well drink bleach","-1"
"so after they poison you with the vaccine they finish the job by clogging your arteries brilliant","-1"
"imagine having to get the rona poison vaccine just to keep working for someone i'm so thankful this doesn't apply to me","-1"
"whoa the europeans aren't buying the poisoned lead filled ccp vaccine when did angela merkel and emmanuel macron get a spine maybe they were replaced by aliens","-1"
"merry christmas we made everyone so poor they have to get on food lines don't worry though we will be the first to hand out gmo chlorinated chickens on those foodlines making you even more dependent on shit medicare but don't worry we will be smiling as pfizer poisons you","-1"
"this is the highest periods in human history where we have the wealthy in places of powerand authority but who are callousinsensitiveinhuman and greedywho prefer to poison oh sorry i mean vaccine us all to death and animals to live happyandfree thewickedrich","-1"
"only private school kids can get a proper education now and half the us in red states blue state city kids will suffer if positivity rates lower in schools than communities open schools part of the solution ny teachers have been prioritized for vaccine over other high risk","1"
"i'm getting my vaccine baby","1"
"why do you qualify for the vaccine me i love rice balls and cannolis","1"
"i come from a deeply christian family but my late parents would be the first to get the vaccine because they'd say god gave scientists the genius to develop it it's so logical i'll never understand people who think science and faith are in conflict","1"
"omg when i first saw this trending i was half afraid that the vaccine i got mutated it's own variant but no it's just that fool across the pond acting like a fool again","1"
"smallpox was eradicated and the world rejoiced now yall niggas don't wanna take a vaccine cause 12 people had an allergic reaction outtta 22 million people thus far","-1"
"i heard amiri got a vaccine too","1"
"i can't do a one year post that you all haven't already done better so let's just all get vaccinated so we can bang soon vaccinations include covid vaccine hpv hsv mmr flu","1"
"my belief that corporations should not hold enough power to mandate people get a vaccine produced in record time and yet to be approved by the fda just so they can participate in society doesn't make me a conservative it makes me an american","-1"
"my keep pressuring me to get the vaccine and im scared asl","-1"
"got my johnson and johnson covid19 vaccine at javits center new york covid19 covidvacccine johnsonandjohnson javitscenter newyork usa withgodeverythingispossible javits center","1"
"please name a single epidemiologist or viral respiratory disease expert who thinks the vaccine does more harm than good i'll wait","1"
"if they mandate vaccine why not eliminate sugar smoking drugs alcohol if they so worry about deaths","-1"
"was fine during the day yesterdaytoday but the night sweats and headache at night from the vaccine are insane still","1"
"these things are good undoubtedly but asking olderdisabledimmunocompromisedhourly working folks to get on the train to either yankee stadium or citi field instead of bringing the vax to vulnerable communities to meet people where they are seems to be missing the mark","1"
"hey gordon how's the side effects from the vaccine well i've made the same 4 jokes at least 20 different times today so i'm gonna blame that on the vaccine and not on my overvaluation of how funny i am","1"
"glad to see that me getting my first vaccine two days ago has so positively affected nyc","1"
"please understand that the vaccine is meant to help minimize rather than prevent that is what it is designed for as have past vaccines been designed for without that vaccine scores more people both old and young will die currently have friends who went to rl","1"
"i'm not saying to take the vaccine or not but you are the random person on twitter you just pointed and spreading misinformation numbers speaks for themselves and about sciences there are a lot of concerns with the spark protein that locate in some places like the ovaries","-1"
"i was high when i took the vaccine so i technically got moderna infused with thc realisticverbalize","1"
"first shot done and dusted thank you for my covid19 vaccine after a year of isolation i already feel a rush of relief and excitement flowing through my veins when it's your turn getvaccinated trustscience trustthevaccine vaccinated","1"
"i see a lot of missing persons and missing children updates on citizen and not a peep from you on those this sad but you need to be consistent also your vaccine passport is bs especially for those of us who've had covid and don't need the shot","-1"
"like the required part is about teaching in person not receiving the vaccine please","-1"
"concerning the vaccine and why ny doesn't have enough did u forget when trump's adminstration wanted to sendu made a big ta do about how u wouldn't except now who's crying now","1"
"it's cold out there but don't worry erie county seniors thankfully you're not out there you're stuck in your house with no vaccine appointments in sight need help with your daily humor mark can help you laugh a little with his heap of bs that he tweets every day","1"
"if y'all don't hear from me after 1 the vaccine done'd me","1"
"a lot of bad reporting out there on the effectiveness of the johnson and johnson vaccine but let me repeat the most important details it prevents 100 of hospitalizations and deaths if offered it i would race to get it asap","1"
"i've been on quarantine and have received death threats people have lied about me raping girls and molesting woman and even down to saying i drug people all because i don't want to use my platform to promote the vaccine and tbh i find that very dark and very fucked up","-1"
"thanks for this i just became eligible and hadn't expected to be until weeks from now so i haven't even started the process of looking i think i may have had covid in jan2020 and have felt aftereffects ever since the vax might help with the latter so i'm hopeful","1"
"how is a private business like disneyworld requiring you to show your vaccine card dystopian or movement tracking","-1"
"domestic vaccine passports requiring legal id for an endemic coronavirus that many without passports will have natural immunity to anyway are one of the worst mistakes democrats have ever made","-1"
"if anyone needs vaccine assistance","1"
"i have a friend here in nyc with health conditions that qualified her for priority vaccination she's from guatemala poor and not internet savvy i helped her get a covid vaccine appointment in brooklyn on march 12 they declined her for not having valid id expired passport 12","1"
"yes my son trumper still thinks none of the vaccines work not approved by the fda doesn't cover the variants etc me current vaccine you won't die or be hospitalized variants will be forever so will boosters this isn't make believe or unicorns get vaccinated","1"
"adora belle i just saw this now hobbs here bring your head a little lower so i can reach you boop i hope you feel better from your vaccine here's a treat 2 help you","1"
"this is fantastic data and reinforces the need for everyone to get vax","1"
"someone should tell them that eating at kfc is more dangerous than the vaccine","1"
"hey do you guys know about all these vaccine deaths and tom is complicit in hiding them rob here claims a boatload of people have and that tom told him so","-1"
"thanks i wouldn't have gotten my vaccine without you","1"
"just heard the us is going to start shipping 2 million doses of pfizer vaccine to canada each week i hope we're not charging canada this is great news canada we got your back","1"
"worst run vaccine plan known to man no wonder some people don't get it","1"
"imagine thinking this vaccine is going to save the world","1"
"i'm getting my hair done and my first covid19 vaccine on sunday so the fear of root grow out and a deathly virus will soon be eliminated","1"
"i feel bad that people who have received their second dose of the vaccine are feeling guilty or ashamed that all of their loved ones aren't getting vaccinated yet it's okay their time will come hang on maskup and stay strong we'll get through this","1"
"outdoor at citi field not worried at all waiting online for a bathroom in crowded coliseum very worried until i get a vaccine","1"
"isn't there a pandemic going on aren't there over 4000 people a day dying maybe that's where all the extra doses of vaccine went","-1"
"why do we need to stand vaccine if it's not going to protect us against the virus what's the use of it why we got to take boosters what's the use of this vaccine if it's not working","-1"
"it's the firsddayofspring and i'm done with my second covid vaccine shot now i need some treats to celebrate thank you sss byecovid19","1"
"do you enjoy lying or is it hard work we've had 8 vaccine clinics at work held on site for our 800 plus employees here in ny the greatest pool of employees to skip the clinics our 30 and under employees who are bernie supporters real world example of the left's lies","1"
"i've only had it happen at one place a winery in montgomery hosting outdoor concerts limited to 400 people and assigned marked out pods i have two vaccine passports","-1"
"my mom got her first dose of the vaccine today and i'm big hating i want it so bad","1"
"have to say n it's only thing positive i'll say about biden so far biden is doing great job getting vaccine available to americans","1"
"i'm listening to an interview i did over the summer and my interviewee says well i hear there is supposed to be maybe a vaccine in the spring i think and now here we are","1"
"dam near everybody i know that's vaxxed caught covid i thought a vaccine is supposed to keep you from getting it they've all had varying levels of severity like unvaxxed and that spike protein stays on your cell wall years from now how can that spike protein be manipulated","-1"
"here's the short version of matt's new song tomorrow i'll smile that vaccine song love lovesong covidvacccine vaccinationdone getvaccienated lloyd harbor new york","1"
"struck outno vaccine today discouragedvery","1"
"haaaaahahahahahahahahahahahahahahahahhaahahahahahahahahahahhahaahahaha oh so it's okay that thousands are still dying from the vaccine and from covid after vaccination that's fine but 15 people died of the swine flu vaccine oh yes pull it your logic is astounding","-1"
